rank,finalWorth,category,personName,age,country,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,date,birthYear,birthMonth,birthDay,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,total_tax_rate_country,population_country
133,13300,Energy,George Kaiser,81,United States,"Oil & gas, banking",Energy,United States,False,U,M,1942-07-29 00:00:00,4/4/2023 5:01,1942.0,7.0,29.0,-2147483648,89,102,37,328239523
133,13300,Real Estate,Joseph Lau,72,Hong Kong,Real estate,Real Estate,Hong Kong,True,D,M,1951-07-21 00:00:00,4/4/2023 5:01,1951.0,7.0,21.0,-2147483648,68,103,44,507454841
136,13200,Automotive,Lu Xiangyang,61,China,"Automobiles, batteries",Automotive,China,True,D,M,1962-12-28 00:00:00,4/4/2023 5:01,1962.0,12.0,28.0,-2147483648,51,101,60,1397715000
137,13100,Real Estate,Harry Triguboff,90,Australia,Real estate,Real Estate,Australia,True,U,M,1933-03-03 00:00:00,4/4/2023 5:01,1933.0,3.0,3.0,-2147483648,114,101,48,25766605
138,12900,Finance & Investments,Uday Kotak,64,India,Banking,Finance & Investments,India,True,D,M,1959-03-15 00:00:00,4/4/2023 5:01,1959.0,3.0,15.0,-2147483648,29,113,50,1366417754
138,12900,Sports,Stanley Kroenke,76,United States,"Sports, real estate",Sports,United States,True,U,M,1947-07-29 00:00:00,4/4/2023 5:01,1947.0,7.0,29.0,-2147483648,89,102,37,328239523
140,12600,Energy,Mikhail Fridman,59,United Kingdom,"Oil, banking, telecom",Energy,Russia,True,U,M,1964-04-21 00:00:00,4/4/2023 5:01,1964.0,4.0,21.0,-2147483648,60,102,31,66834405
141,12300,Energy,Sarath Ratanavadi,58,Thailand,Energy,Energy,Thailand,True,U,M,1965-07-12 00:00:00,4/4/2023 5:01,1965.0,7.0,12.0,-2147483648,50,100,30,69625582
142,12200,Metals & Mining,Dang Yanbao,50,China,Coal,Metals & Mining,China,True,D,M,1973-02-01 00:00:00,4/4/2023 5:01,1973.0,2.0,1.0,-2147483648,51,101,60,1397715000
142,12200,Healthcare,Jiang Rensheng & family,70,China,Vaccines,Healthcare,China,True,D,M,1953-10-08 00:00:00,4/4/2023 5:01,1953.0,10.0,8.0,-2147483648,51,101,60,1397715000
144,12100,Automotive,Shahid Khan,73,United States,Auto parts,Automotive,United States,True,U,M,1950-07-18 00:00:00,4/4/2023 5:01,1950.0,7.0,18.0,-2147483648,89,102,37,328239523
145,12000,Technology,Laurene Powell Jobs & family,60,United States,"Apple, Disney",Technology,United States,False,D,F,1963-11-06 00:00:00,4/4/2023 5:01,1963.0,11.0,6.0,-2147483648,89,102,37,328239523
146,11800,Diversified,Robert Kuok,100,Hong Kong,"Palm oil, shipping, property",Diversified,Malaysia,True,U,M,1923-10-06 00:00:00,4/4/2023 5:01,1923.0,10.0,6.0,-2147483648,68,103,44,507454841
147,11600,Real Estate,Stephen Ross,83,United States,Real estate,Real Estate,United States,True,U,M,1940-05-10 00:00:00,4/4/2023 5:01,1940.0,5.0,10.0,-2147483648,89,102,37,328239523
148,11500,Technology,Pavel Durov,39,United Arab Emirates,Messaging app,Technology,United Arab Emirates,True,D,M,1984-10-10 00:00:00,4/4/2023 5:01,1984.0,10.0,10.0,-2147483648,37,109,16,9770529
148,11500,Healthcare,Andreas Struengmann & family,73,Germany,Pharmaceuticals,Healthcare,Germany,True,D,M,1950-02-16 00:00:00,4/4/2023 5:01,1950.0,2.0,16.0,-2147483648,71,104,49,83132799
148,11500,Healthcare,Thomas Struengmann & family,73,Germany,Pharmaceuticals,Healthcare,Germany,True,D,M,1950-02-16 00:00:00,4/4/2023 5:01,1950.0,2.0,16.0,-2147483648,71,104,49,83132799
151,11400,Food & Beverage,Liu Hanyuan,59,China,Agribusiness,Food & Beverage,China,True,D,M,1964-01-01 00:00:00,4/4/2023 5:01,1964.0,1.0,1.0,-2147483648,51,101,60,1397715000
151,11400,Fashion & Retail,Michael Rubin,51,United States,Online retail,Fashion & Retail,United States,True,U,M,1972-07-21 00:00:00,4/4/2023 5:01,1972.0,7.0,21.0,-2147483648,89,102,37,328239523
153,11300,Finance & Investments,Israel Englander,75,United States,Hedge funds,Finance & Investments,United States,True,D,M,1948-09-30 00:00:00,4/4/2023 5:01,1948.0,9.0,30.0,-2147483648,89,102,37,328239523
153,11300,Manufacturing,Viatcheslav Kantor,70,Israel,"Fertilizer, real estate",Manufacturing,Russia,True,U,M,1953-09-08 00:00:00,4/4/2023 5:01,1953.0,9.0,8.0,-2147483648,64,105,26,9053300
153,11300,Manufacturing,Anthony Pratt,63,Australia,Manufacturing,Manufacturing,Australia,False,D,M,1960-04-11 00:00:00,4/4/2023 5:01,1960.0,4.0,11.0,-2147483648,114,101,48,25766605
153,11300,Finance & Investments,Mikhail Prokhorov,58,Switzerland,Investments,Finance & Investments,Russia,True,U,M,1965-05-03 00:00:00,4/4/2023 5:01,1965.0,5.0,3.0,-2147483648,60,106,29,8574832
157,11100,Fashion & Retail,Giorgio Armani,89,Italy,Luxury goods,Fashion & Retail,Italy,True,U,M,1934-07-11 00:00:00,4/4/2023 5:01,1934.0,7.0,11.0,-2147483648,62,102,60,60297396
157,11100,Fashion & Retail,Johann Rupert & family,73,South Africa,Luxury goods,Fashion & Retail,South Africa,False,U,M,1950-06-01 00:00:00,4/4/2023 5:01,1950.0,6.0,1.0,-2147483648,23,101,30,58558270
159,11000,Finance & Investments,Gong Hongjia & family,58,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,True,D,M,1965-01-01 00:00:00,4/4/2023 5:01,1965.0,1.0,1.0,-2147483648,68,103,44,507454841
159,11000,Technology,Zhang Zhidong,51,China,Internet media,Technology,China,True,D,M,1972-01-01 00:00:00,4/4/2023 5:01,1972.0,1.0,1.0,-2147483648,51,101,60,1397715000
161,10900,Finance & Investments,Philip Anschutz,84,United States,"Energy, sports, entertainment",Finance & Investments,United States,False,E,M,1939-12-28 00:00:00,4/4/2023 5:01,1939.0,12.0,28.0,-2147483648,89,102,37,328239523
161,10900,Fashion & Retail,Judy Love & family,86,United States,Gas stations,Fashion & Retail,United States,True,U,F,1937-06-17 00:00:00,4/4/2023 5:01,1937.0,6.0,17.0,-2147483648,89,102,37,328239523
161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,68,Mexico,"Retail, media",Fashion & Retail,Mexico,False,D,M,1955-10-19 00:00:00,4/4/2023 5:01,1955.0,10.0,19.0,-2147483648,41,106,56,126014024
164,10700,Media & Entertainment,Donald Newhouse,94,United States,Media,Media & Entertainment,United States,False,D,M,1929-08-05 00:00:00,4/4/2023 5:01,1929.0,8.0,5.0,-2147483648,89,102,37,328239523
165,10600,Sports,Robert Kraft,82,United States,"Manufacturing, New England Patriots",Sports,United States,True,U,M,1941-06-05 00:00:00,4/4/2023 5:01,1941.0,6.0,5.0,-2147483648,89,102,37,328239523
165,10600,Food & Beverage,Marcel Herrmann Telles,73,Brazil,Beer,Food & Beverage,Brazil,True,U,M,1950-01-01 00:00:00,4/4/2023 5:01,1950.0,1.0,1.0,-2147483648,52,116,66,212559417
167,10500,Finance & Investments,Suleiman Kerimov & family,57,Russia,Gold,Finance & Investments,Russia,True,U,M,1966-03-12 00:00:00,4/4/2023 5:01,1966.0,3.0,12.0,-2147483648,82,103,47,144373535
167,10500,Fashion & Retail,Sky Xu,39,China,E-commerce,Fashion & Retail,China,True,U,M,1984-01-01 00:00:00,4/4/2023 5:01,1984.0,1.0,1.0,-2147483648,51,101,60,1397715000
167,10500,Finance & Investments,Changpeng Zhao,46,United Arab Emirates,Cryptocurrency exchange,Finance & Investments,Canada,True,D,M,1977-09-10 00:00:00,4/4/2023 5:01,1977.0,9.0,10.0,-2147483648,37,109,16,9770529
170,10300,Finance & Investments,Andrew Beal,71,United States,"Banks, real estate",Finance & Investments,United States,True,U,M,1952-11-29 00:00:00,4/4/2023 5:01,1952.0,11.0,29.0,-2147483648,89,102,37,328239523
171,10200,Technology,Mike Cannon-Brookes,44,Australia,Software,Technology,Australia,True,D,M,1979-11-17 00:00:00,4/4/2023 5:01,1979.0,11.0,17.0,-2147483648,114,101,48,25766605
171,10200,Healthcare,Carl Cook,61,United States,Medical devices,Healthcare,United States,False,D,M,1962-08-19 00:00:00,4/4/2023 5:01,1962.0,8.0,19.0,-2147483648,89,102,37,328239523
171,10200,Technology,David Duffield,83,United States,Business software,Technology,United States,True,D,M,1940-09-21 00:00:00,4/4/2023 5:01,1940.0,9.0,21.0,-2147483648,89,102,37,328239523
171,10200,Energy,Jeffery Hildebrand,64,United States,Oil,Energy,United States,True,U,M,1959-03-05 00:00:00,4/4/2023 5:01,1959.0,3.0,5.0,-2147483648,89,102,37,328239523
171,10200,Manufacturing,Viktor Rashnikov,75,Russia,Steel,Manufacturing,Russia,True,U,M,1948-10-13 00:00:00,4/4/2023 5:01,1948.0,10.0,13.0,-2147483648,82,103,47,144373535
171,10200,Technology,Eduardo Saverin,41,Singapore,Facebook,Technology,Brazil,True,D,M,1982-03-19 00:00:00,4/4/2023 5:01,1982.0,3.0,19.0,-2147483648,85,101,21,5703569
171,10200,Automotive,Georg Schaeffler,59,Germany,Auto parts,Automotive,Germany,False,U,M,1964-10-19 00:00:00,4/4/2023 5:01,1964.0,10.0,19.0,-2147483648,71,104,49,83132799
171,10200,Fashion & Retail,Christy Walton,74,United States,Walmart,Fashion & Retail,United States,False,U,F,1949-02-08 00:00:00,4/4/2023 5:01,1949.0,2.0,8.0,-2147483648,89,102,37,328239523
179,10100,Technology,Scott Farquhar,44,Australia,Software,Technology,Australia,True,D,M,1979-12-17 00:00:00,4/4/2023 5:01,1979.0,12.0,17.0,-2147483648,114,101,48,25766605
179,10100,Diversified,Quek Leng Chan,82,Malaysia,"Banking, property",Diversified,Malaysia,False,D,M,1941-08-12 00:00:00,4/4/2023 5:01,1941.0,8.0,12.0,-2147483648,46,106,39,32447385
179,10100,Real Estate,Wu Yajun,59,China,Real estate,Real Estate,China,True,D,F,1964-01-01 00:00:00,4/4/2023 5:01,1964.0,1.0,1.0,-2147483648,51,101,60,1397715000
182,10000,Energy,Autry Stephens,85,United States,Oil,Energy,United States,True,U,M,1938-03-08 00:00:00,4/4/2023 5:01,1938.0,3.0,8.0,-2147483648,89,102,37,328239523
183,9900,Service,Liu Yongxing,75,China,Diversified,Service,China,True,D,M,1948-06-01 00:00:00,4/4/2023 5:01,1948.0,6.0,1.0,-2147483648,51,101,60,1397715000
184,9800,Diversified,Vinod Adani,74,United Arab Emirates,"Infrastructure, commodities",Diversified,Cyprus,True,Split Family Fortune,M,1949-01-10 00:00:00,4/4/2023 5:01,1949.0,1.0,10.0,-2147483648,37,109,16,9770529
184,9800,Fashion & Retail,Nicolas Puech,80,Switzerland,Hermes,Fashion & Retail,France,False,U,M,1943-01-29 00:00:00,4/4/2023 5:01,1943.0,1.0,29.0,-2147483648,60,106,29,8574832
184,9800,Logistics,"Jacques Saadé, Jr.",52,France,Shipping,Logistics,France,False,Split Family Fortune,M,1971-08-10 00:00:00,4/4/2023 5:01,1971.0,8.0,10.0,-2147483648,66,103,61,67059887
184,9800,Logistics,Rodolphe Saadé,53,France,Shipping,Logistics,France,False,Split Family Fortune,M,1970-03-03 00:00:00,4/4/2023 5:01,1970.0,3.0,3.0,-2147483648,66,103,61,67059887
184,9800,Logistics,Tanya Saadé Zeenny,55,France,Shipping,Logistics,France,False,Split Family Fortune,F,1968-02-01 00:00:00,4/4/2023 5:01,1968.0,2.0,1.0,-2147483648,66,103,61,67059887
184,9800,Finance & Investments,Melker Schorling & family,76,Sweden,Investments,Finance & Investments,Sweden,True,D,M,1947-05-15 00:00:00,4/4/2023 5:01,1947.0,5.0,15.0,-2147483648,67,127,50,10285453
190,9700,Manufacturing,Andrei Guriev & family,63,Russia,Fertilizers,Manufacturing,Russia,True,U,M,1960-03-24 00:00:00,4/4/2023 5:01,1960.0,3.0,24.0,-2147483648,82,103,47,144373535
190,9700,Finance & Investments,Michael Kim,60,South Korea,Private equity,Finance & Investments,United States,True,U,M,1963-10-01 00:00:00,4/4/2023 5:01,1963.0,10.0,1.0,-2147483648,95,99,34,51709098
190,9700,Technology,Lei Jun,54,China,Smartphones,Technology,China,True,D,M,1969-12-16 00:00:00,4/4/2023 5:01,1969.0,12.0,16.0,-2147483648,51,101,60,1397715000
190,9700,Manufacturing,Friedhelm Loh,77,Germany,Manufacturing,Manufacturing,Germany,False,U,M,1946-08-15 00:00:00,4/4/2023 5:01,1946.0,8.0,15.0,-2147483648,71,104,49,83132799
190,9700,Healthcare,Sun Piaoyang,65,China,Pharmaceuticals,Healthcare,China,True,D,M,1958-09-01 00:00:00,4/4/2023 5:01,1958.0,9.0,1.0,-2147483648,51,101,60,1397715000
195,9600,Technology,Rick Cohen & family,71,United States,Warehouse automation,Technology,United States,False,N,M,1952-07-25 00:00:00,4/4/2023 5:01,1952.0,7.0,25.0,-2147483648,89,102,37,328239523
195,9600,Energy,Jin Baofang,71,China,Solar panels,Energy,China,True,D,M,1952-09-01 00:00:00,4/4/2023 5:01,1952.0,9.0,1.0,-2147483648,51,101,60,1397715000
195,9600,Manufacturing,Luo Liguo & family,67,China,Chemicals,Manufacturing,China,True,D,M,1956-03-01 00:00:00,4/4/2023 5:01,1956.0,3.0,1.0,-2147483648,51,101,60,1397715000
195,9600,Food & Beverage,Marijke Mars,59,United States,"Candy, pet food",Food & Beverage,United States,False,U,F,1964-07-28 00:00:00,4/4/2023 5:01,1964.0,7.0,28.0,-2147483648,89,102,37,328239523
195,9600,Food & Beverage,Pamela Mars,63,United States,"Candy, pet food",Food & Beverage,United States,False,U,F,1960-08-01 00:00:00,4/4/2023 5:01,1960.0,8.0,1.0,-2147483648,89,102,37,328239523
195,9600,Food & Beverage,Valerie Mars,64,United States,"Candy, pet food",Food & Beverage,United States,False,U,F,1959-01-26 00:00:00,4/4/2023 5:01,1959.0,1.0,26.0,-2147483648,89,102,37,328239523
195,9600,Food & Beverage,Victoria Mars,67,United States,"Candy, pet food",Food & Beverage,United States,False,U,F,1956-12-15 00:00:00,4/4/2023 5:01,1956.0,12.0,15.0,-2147483648,89,102,37,328239523
202,9500,Finance & Investments,Vincent Bolloré & family,71,France,Investments,Finance & Investments,France,False,U,M,1952-04-01 00:00:00,4/4/2023 5:01,1952.0,4.0,1.0,-2147483648,66,103,61,67059887
202,9500,Diversified,Jim Pattison,95,Canada,Diversified,Diversified,Canada,True,D,M,1928-10-01 00:00:00,4/4/2023 5:01,1928.0,10.0,1.0,-2147483648,69,101,25,36991981
204,9400,Healthcare,Ernesto Bertarelli,58,Switzerland,"Biotech, investments",Healthcare,Switzerland,False,U,M,1965-09-22 00:00:00,4/4/2023 5:01,1965.0,9.0,22.0,-2147483648,60,106,29,8574832
204,9400,Technology,Wang Xing,44,China,Food delivery,Technology,China,True,D,M,1979-02-18 00:00:00,4/4/2023 5:01,1979.0,2.0,18.0,-2147483648,51,101,60,1397715000
206,9300,Technology,Brian Chesky,42,United States,Airbnb,Technology,United States,True,D,M,1981-08-29 00:00:00,4/4/2023 5:01,1981.0,8.0,29.0,-2147483648,89,102,37,328239523
206,9300,Manufacturing,James Dyson,76,United Kingdom,Vacuums,Manufacturing,United Kingdom,True,U,M,1947-05-02 00:00:00,4/4/2023 5:01,1947.0,5.0,2.0,-2147483648,60,102,31,66834405
208,9200,Diversified,Roman Abramovich & family,57,Russia,"Steel, investments",Diversified,Russia,True,U,M,1966-10-24 00:00:00,4/4/2023 5:01,1966.0,10.0,24.0,-2147483648,82,103,47,144373535
208,9200,Diversified,Antonia Ax:son Johnson & family,80,Sweden,Diversified,Diversified,Sweden,False,U,F,1943-09-06 00:00:00,4/4/2023 5:01,1943.0,9.0,6.0,-2147483648,67,127,50,10285453
208,9200,Energy,Daniel Kretinsky,48,Czech Republic,"Energy, investments",Energy,Czech Republic,True,U,M,1975-07-09 00:00:00,4/4/2023 5:01,1975.0,7.0,9.0,-2147483648,65,101,47,10669709
208,9200,Media & Entertainment,John Malone,82,United States,Cable television,Media & Entertainment,United States,True,U,M,1941-03-07 00:00:00,4/4/2023 5:01,1941.0,3.0,7.0,-2147483648,89,102,37,328239523
208,9200,Technology,Azim Premji,78,India,Software services,Technology,India,False,D,M,1945-07-24 00:00:00,4/4/2023 5:01,1945.0,7.0,24.0,-2147483648,29,113,50,1366417754
208,9200,Finance & Investments,Charles Schwab,86,United States,Discount brokerage,Finance & Investments,United States,True,D,M,1937-07-29 00:00:00,4/4/2023 5:01,1937.0,7.0,29.0,-2147483648,89,102,37,328239523
208,9200,Fashion & Retail,Eric Smidt,63,United States,Hardware stores,Fashion & Retail,United States,True,U,M,1960-01-01 00:00:00,4/4/2023 5:01,1960.0,1.0,1.0,-2147483648,89,102,37,328239523
215,9000,Technology,David Cheriton,72,United States,Google,Technology,Canada,True,D,M,1951-03-29 00:00:00,4/4/2023 5:01,1951.0,3.0,29.0,-2147483648,89,102,37,328239523
215,9000,Metals & Mining,Ivan Glasenberg,66,Switzerland,Mining,Metals & Mining,Switzerland,True,D,M,1957-01-07 00:00:00,4/4/2023 5:01,1957.0,1.0,7.0,-2147483648,60,106,29,8574832
215,9000,Real Estate,Alexander Otto,56,Germany,Real estate,Real Estate,Germany,False,D,M,1967-07-07 00:00:00,4/4/2023 5:01,1967.0,7.0,7.0,-2147483648,71,104,49,83132799
215,9000,Food & Beverage,Anthony von Mandl,73,Canada,Alcoholic beverages,Food & Beverage,Canada,True,U,M,1950-03-10 00:00:00,4/4/2023 5:01,1950.0,3.0,10.0,-2147483648,69,101,25,36991981
215,9000,Manufacturing,Wang Liping & family,57,China,Hydraulic machinery,Manufacturing,China,True,U,M,1966-02-24 00:00:00,4/4/2023 5:01,1966.0,2.0,24.0,-2147483648,51,101,60,1397715000
220,8900,Food & Beverage,Finn Rausing,68,United Kingdom,Packaging,Food & Beverage,Sweden,False,D,M,1955-01-01 00:00:00,4/4/2023 5:01,1955.0,1.0,1.0,-2147483648,60,102,31,66834405
220,8900,Food & Beverage,Jorn Rausing,63,United Kingdom,Packaging,Food & Beverage,Sweden,False,D,M,1960-01-01 00:00:00,4/4/2023 5:01,1960.0,1.0,1.0,-2147483648,60,102,31,66834405
220,8900,Food & Beverage,Kirsten Rausing,71,United Kingdom,Packaging,Food & Beverage,Sweden,False,D,F,1952-06-06 00:00:00,4/4/2023 5:01,1952.0,6.0,6.0,-2147483648,60,102,31,66834405
223,8800,Fashion & Retail,Tatyana Bakalchuk,48,Russia,Ecommerce,Fashion & Retail,Russia,True,U,F,1975-10-16 00:00:00,4/4/2023 5:01,1975.0,10.0,16.0,-2147483648,82,103,47,144373535
223,8800,Technology,John Doerr,72,United States,Venture capital,Technology,United States,True,D,M,1951-06-29 00:00:00,4/4/2023 5:01,1951.0,6.0,29.0,-2147483648,89,102,37,328239523
223,8800,Technology,Richard Liu,49,China,E-commerce,Technology,China,True,D,M,1974-03-10 00:00:00,4/4/2023 5:01,1974.0,3.0,10.0,-2147483648,51,101,60,1397715000
223,8800,Technology,Dustin Moskovitz,39,United States,Facebook,Technology,United States,True,D,M,1984-05-22 00:00:00,4/4/2023 5:01,1984.0,5.0,22.0,-2147483648,89,102,37,328239523
223,8800,Technology,Pierre Omidyar,56,United States,"EBay, PayPal",Technology,United States,True,D,M,1967-06-21 00:00:00,4/4/2023 5:01,1967.0,6.0,21.0,-2147483648,89,102,37,328239523
223,8800,Energy,Pei Zhenhua,64,China,Batteries,Energy,China,True,D,M,1959-01-01 00:00:00,4/4/2023 5:01,1959.0,1.0,1.0,-2147483648,51,101,60,1397715000
223,8800,Energy,Carrie Perrodo & family,72,United Kingdom,Oil,Energy,France,False,U,F,1951-01-01 00:00:00,4/4/2023 5:01,1951.0,1.0,1.0,-2147483648,60,102,31,66834405
230,8700,Manufacturing,Chen Jianhua,52,China,Chemicals,Manufacturing,China,True,U,M,1971-01-01 00:00:00,4/4/2023 5:01,1971.0,1.0,1.0,-2147483648,51,101,60,1397715000
230,8700,Fashion & Retail,Michael Otto,80,Germany,"Retail, real estate",Fashion & Retail,Germany,False,D,M,1943-04-12 00:00:00,4/4/2023 5:01,1943.0,4.0,12.0,-2147483648,71,104,49,83132799
232,8600,Finance & Investments,Leon Black,72,United States,Private equity,Finance & Investments,United States,True,D,M,1951-07-31 00:00:00,4/4/2023 5:01,1951.0,7.0,31.0,-2147483648,89,102,37,328239523
232,8600,Finance & Investments,Graeme Hart,68,New Zealand,Investments,Finance & Investments,New Zealand,True,D,M,1955-06-06 00:00:00,4/4/2023 5:01,1955.0,6.0,6.0,-2147483648,82,100,35,4841000
232,8600,Food & Beverage,Ravi Jaipuria,69,India,"Soft drinks, fast food",Food & Beverage,India,False,U,M,1954-11-28 00:00:00,4/4/2023 5:01,1954.0,11.0,28.0,-2147483648,29,113,50,1366417754
232,8600,Technology,Hasso Plattner & family,79,Germany,Software,Technology,Germany,True,U,M,1944-01-21 00:00:00,4/4/2023 5:01,1944.0,1.0,21.0,-2147483648,71,104,49,83132799
232,8600,Food & Beverage,Carlos Alberto Sicupira & family,75,Switzerland,Beer,Food & Beverage,Brazil,True,U,M,1948-01-01 00:00:00,4/4/2023 5:01,1948.0,1.0,1.0,-2147483648,60,106,29,8574832
232,8600,Real Estate,Manuel Villar,74,Philippines,Real estate,Real Estate,Philippines,True,U,M,1949-12-13 00:00:00,4/4/2023 5:01,1949.0,12.0,13.0,-2147483648,36,108,44,108116615
232,8600,Technology,Andreas von Bechtolsheim & family,68,United States,Google,Technology,Germany,True,D,M,1955-09-30 00:00:00,4/4/2023 5:01,1955.0,9.0,30.0,-2147483648,89,102,37,328239523
239,8500,Finance & Investments,"Chase Coleman, III.",48,United States,Investments,Finance & Investments,United States,True,D,M,1975-06-21 00:00:00,4/4/2023 5:01,1975.0,6.0,21.0,-2147483648,89,102,37,328239523
239,8500,Fashion & Retail,Ann Walton Kroenke,75,United States,Walmart,Fashion & Retail,United States,False,D,F,1948-12-18 00:00:00,4/4/2023 5:01,1948.0,12.0,18.0,-2147483648,89,102,37,328239523
239,8500,Manufacturing,Li Zhenguo & family,55,China,Solar wafers and modules,Manufacturing,China,True,D,M,1968-01-01 00:00:00,4/4/2023 5:01,1968.0,1.0,1.0,-2147483648,51,101,60,1397715000
242,8400,Media & Entertainment,Jim Kennedy,76,United States,"Media, automotive",Media & Entertainment,United States,False,U,M,1947-11-29 00:00:00,4/4/2023 5:01,1947.0,11.0,29.0,-2147483648,89,102,37,328239523
242,8400,Metals & Mining,Nicky Oppenheimer & family,78,South Africa,Diamonds,Metals & Mining,South Africa,False,D,M,1945-06-08 00:00:00,4/4/2023 5:01,1945.0,6.0,8.0,-2147483648,23,101,30,58558270
